date,rate
2020-10-21,3.7504
2020-10-22,3.7503
2020-10-23,3.7502
2020-10-26,3.7503
2020-10-27,3.7502
2020-10-28,3.7502
2020-10-29,3.7502
2020-10-30,3.7502
2020-11-02,3.7502
2020-11-03,3.7504
2020-11-04,3.75
2020-11-05,3.7504
2020-11-06,3.7502
2020-11-09,3.7502
2020-11-10,3.7504
2020-11-11,3.7504
2020-11-12,3.7501
2020-11-13,3.7501
2020-11-16,3.7501
2020-11-17,3.7501
2020-11-18,3.7502
2020-11-19,3.7502
2020-11-20,3.75
2020-11-23,3.7502
2020-11-24,3.75
2020-11-25,3.7503
2020-11-26,3.7501
2020-11-27,3.7501
2020-11-30,3.7505
2020-12-01,3.7505
2020-12-02,3.7508
2020-12-03,3.7507
2020-12-04,3.7509
2020-12-07,3.7511
2020-12-08,3.7513
2020-12-09,3.7513
2020-12-10,3.7508
2020-12-11,3.7506
2020-12-14,3.7512
2020-12-15,3.7512
2020-12-16,3.7513
2020-12-17,3.7516
2020-12-18,3.7513
2020-12-21,3.7515
2020-12-22,3.7517
2020-12-23,3.752
2020-12-24,3.7523
2020-12-25,3.7523
2020-12-28,3.7527
2020-12-29,3.7526
2020-12-30,3.7519
2020-12-31,3.7515
2021-01-01,3.7515
2021-01-04,3.7512
2021-01-05,3.7513
2021-01-06,3.7515
2021-01-07,3.7516
2021-01-08,3.7516
2021-01-11,3.7515
2021-01-12,3.7516
2021-01-13,3.7514
2021-01-14,3.7512
2021-01-15,3.7511
2021-01-18,3.7511
2021-01-19,3.751
2021-01-20,3.7511
2021-01-21,3.751
2021-01-22,3.7508
2021-01-25,3.7509
2021-01-26,3.751
2021-01-27,3.7508
2021-01-28,3.7505
2021-01-29,3.7504
2021-02-01,3.7508
2021-02-02,3.751
2021-02-03,3.751
2021-02-04,3.7509
2021-02-05,3.7509
2021-02-08,3.7511
2021-02-09,3.7507
2021-02-10,3.7507
2021-02-11,3.7508
2021-02-12,3.7506
2021-02-15,3.7505
2021-02-16,3.7505
2021-02-17,3.7505
2021-02-18,3.7503
2021-02-19,3.7502
2021-02-22,3.7502
2021-02-23,3.7503
2021-02-24,3.7502
2021-02-25,3.7502
2021-02-26,3.7501
2021-03-01,3.7509
2021-03-02,3.7507
2021-03-03,3.7508
2021-03-04,3.7513
2021-03-05,3.7514
2021-03-08,3.7511
2021-03-09,3.7511
2021-03-10,3.7507
2021-03-11,3.7504
2021-03-12,3.7503
2021-03-15,3.7505
2021-03-16,3.7501
2021-03-17,3.7501
2021-03-18,3.7505
2021-03-19,3.7503
2021-03-22,3.7501
2021-03-23,3.7502
2021-03-24,3.7499
2021-03-25,3.7502
2021-03-26,3.7499
2021-03-29,3.7501
2021-03-30,3.7503
2021-03-31,3.75
2021-04-01,3.7502
2021-04-02,3.75
2021-04-05,3.75
2021-04-06,3.7502
2021-04-07,3.7502
2021-04-08,3.75
2021-04-09,3.7498
2021-04-12,3.7501
2021-04-13,3.75
2021-04-14,3.7502
2021-04-15,3.7503
2021-04-16,3.7502
2021-04-19,3.7501
2021-04-20,3.7503
2021-04-21,3.7499
2021-04-22,3.75
2021-04-23,3.7499
2021-04-26,3.7501
2021-04-27,3.7498
2021-04-28,3.7498
2021-04-29,3.7501
2021-04-30,3.7499
2021-05-03,3.7499
2021-05-04,3.7497
2021-05-05,3.7502
2021-05-06,3.7499
2021-05-07,3.75
2021-05-10,3.7502
2021-05-11,3.7502
2021-05-12,3.7502
2021-05-13,3.7502
2021-05-14,3.7502
2021-05-17,3.7502
2021-05-18,3.7502
2021-05-19,3.7502
2021-05-20,3.7501
2021-05-21,3.7501
2021-05-24,3.7498
2021-05-25,3.7498
2021-05-26,3.7499
2021-05-27,3.75
2021-05-28,3.7499
2021-05-31,3.7501
2021-06-01,3.7501
2021-06-02,3.7499
2021-06-03,3.7499
2021-06-04,3.7499
2021-06-07,3.75
2021-06-08,3.7502
2021-06-09,3.7502
2021-06-10,3.7502
2021-06-11,3.75
2021-06-14,3.7499
2021-06-15,3.7499
2021-06-16,3.7501
2021-06-17,3.7501
2021-06-18,3.75
2021-06-21,3.7501
2021-06-22,3.75
2021-06-23,3.75
2021-06-24,3.7501
2021-06-25,3.75
2021-06-28,3.75
2021-06-29,3.7503
2021-06-30,3.7503
2021-07-01,3.7504
2021-07-02,3.7504
2021-07-05,3.7497
2021-07-06,3.7506
2021-07-07,3.7505
2021-07-08,3.7506
2021-07-09,3.7507
2021-07-12,3.7507
2021-07-13,3.7503
2021-07-14,3.7504
2021-07-15,3.7505
2021-07-16,3.7506
2021-07-19,3.7506
2021-07-20,3.7506
2021-07-21,3.7505
2021-07-22,3.7507
2021-07-23,3.7508
2021-07-26,3.7506
2021-07-27,3.7506
2021-07-28,3.7504
2021-07-29,3.7504
2021-07-30,3.7501
2021-08-02,3.7509
2021-08-03,3.7497
2021-08-04,3.7499
2021-08-05,3.7501
2021-08-06,3.7502
2021-08-09,3.7502
2021-08-10,3.7501
2021-08-11,3.7502
2021-08-12,3.7502
2021-08-13,3.7502
2021-08-16,3.7504
2021-08-17,3.7504
2021-08-18,3.7503
2021-08-19,3.7503
2021-08-20,3.75
2021-08-23,3.7502
2021-08-24,3.75
2021-08-25,3.7503
2021-08-26,3.7505
2021-08-27,3.7503
2021-08-30,3.7505
2021-08-31,3.7506
2021-09-01,3.7504
2021-09-02,3.7504
2021-09-03,3.7499
2021-09-06,3.7503
2021-09-07,3.7504
2021-09-08,3.7505
2021-09-09,3.7498
2021-09-10,3.7505
2021-09-13,3.7506
2021-09-14,3.7506
2021-09-15,3.7503
2021-09-16,3.7497
2021-09-17,3.7496
2021-09-20,3.75
2021-09-21,3.7502
2021-09-22,3.7506
2021-09-23,3.7505
2021-09-24,3.7508
2021-09-27,3.7509
2021-09-28,3.751
2021-09-29,3.7508
2021-09-30,3.7504
2021-10-01,3.7503
2021-10-04,3.7504
2021-10-05,3.7502
2021-10-06,3.7502
2021-10-07,3.7502
2021-10-08,3.7501
2021-10-11,3.7503
2021-10-12,3.7506
2021-10-13,3.7506
2021-10-14,3.7507
2021-10-15,3.7507
2021-10-18,3.7507
2021-10-19,3.7506
2021-10-20,3.7506
2021-10-21,3.7507
2021-10-22,3.7507
2021-10-25,3.7507
2021-10-26,3.7507
2021-10-27,3.7507
2021-10-28,3.7508
2021-10-29,3.7508
2021-11-01,3.7509
2021-11-02,3.751
2021-11-03,3.7511
2021-11-04,3.7508
2021-11-05,3.7508
2021-11-08,3.7504
2021-11-09,3.7503
2021-11-10,3.7505
2021-11-11,3.7504
2021-11-12,3.7504
2021-11-15,3.7506
2021-11-16,3.7507
2021-11-17,3.7508
2021-11-18,3.7509
2021-11-19,3.751
2021-11-22,3.7511
2021-11-23,3.7513
2021-11-24,3.7513
2021-11-25,3.7507
2021-11-26,3.7512
2021-11-29,3.7513
2021-11-30,3.7515
2021-12-01,3.7515
2021-12-02,3.7513
2021-12-03,3.7513
2021-12-06,3.7513
2021-12-07,3.7513
2021-12-08,3.7512
2021-12-09,3.7513
2021-12-10,3.751
2021-12-13,3.7513
2021-12-14,3.7514
2021-12-15,3.7515
2021-12-16,3.7526
2021-12-17,3.7526
2021-12-20,3.7535
2021-12-21,3.754
2021-12-22,3.754
2021-12-23,3.7546
2021-12-24,3.755
2021-12-27,3.755
2021-12-28,3.7556
2021-12-29,3.753
2021-12-30,3.7538
2021-12-31,3.7547
2022-01-03,3.754
2022-01-04,3.7548
2022-01-05,3.7558
2022-01-06,3.7543
2022-01-07,3.7528
2022-01-10,3.7535
2022-01-11,3.7535
2022-01-12,3.7531
2022-01-13,3.7529
2022-01-14,3.7524
2022-01-17,3.752
2022-01-18,3.7518
2022-01-19,3.7513
2022-01-20,3.7511
2022-01-21,3.7509
2022-01-24,3.7509
2022-01-25,3.7509
2022-01-26,3.7512
2022-01-27,3.7518
2022-01-28,3.7515
2022-01-31,3.7518
2022-02-01,3.7516
2022-02-02,3.7516
2022-02-03,3.7516
2022-02-04,3.7516
2022-02-07,3.7516
2022-02-08,3.7516
2022-02-09,3.7516
2022-02-10,3.7516
2022-02-11,3.7516
2022-02-14,3.7517
2022-02-15,3.7521
2022-02-16,3.7523
2022-02-17,3.7523
2022-02-18,3.7522
2022-02-21,3.7518
2022-02-22,3.7518
2022-02-23,3.7517
2022-02-24,3.7517
2022-02-25,3.751
2022-02-28,3.7516
2022-03-01,3.7517
2022-03-02,3.7517
2022-03-03,3.7518
2022-03-04,3.7518
2022-03-07,3.7519
2022-03-08,3.7518
2022-03-09,3.7516
2022-03-10,3.7514
2022-03-11,3.7514
2022-03-14,3.7515
2022-03-15,3.7516
2022-03-16,3.7518
2022-03-17,3.7518
2022-03-18,3.751
2022-03-21,3.7514
2022-03-22,3.7512
2022-03-23,3.751
2022-03-24,3.751
2022-03-25,3.7509
2022-03-28,3.751
2022-03-29,3.7525
2022-03-30,3.7516
2022-03-31,3.7514
2022-04-01,3.7512
2022-04-04,3.7513
2022-04-05,3.7512
2022-04-06,3.7509
2022-04-07,3.7506
2022-04-08,3.7502
2022-04-11,3.75
2022-04-12,3.75
2022-04-13,3.75
2022-04-14,3.75
2022-04-15,3.75
2022-04-18,3.7499
2022-04-19,3.7499
2022-04-20,3.7502
2022-04-21,3.7503
2022-04-22,3.7503
2022-04-25,3.7508
2022-04-26,3.7508
2022-04-27,3.7507
2022-04-28,3.7507
2022-04-29,3.7507
2022-05-02,3.7507
2022-05-03,3.7507
2022-05-04,3.7508
2022-05-05,3.7508
2022-05-06,3.7507
2022-05-09,3.7509
2022-05-10,3.7509
2022-05-11,3.751
2022-05-12,3.7509
2022-05-13,3.7509
2022-05-16,3.751
2022-05-17,3.7509
2022-05-18,3.751
2022-05-19,3.751
2022-05-20,3.751
2022-05-23,3.751
2022-05-24,3.7508
2022-05-25,3.7509
2022-05-26,3.7505
2022-05-27,3.7509
2022-05-30,3.7508
2022-05-31,3.7504
2022-06-01,3.7505
2022-06-02,3.7507
2022-06-03,3.7507
2022-06-06,3.7508
2022-06-07,3.7511
2022-06-08,3.7512
2022-06-09,3.7515
2022-06-10,3.7513
2022-06-13,3.7515
2022-06-14,3.7518
2022-06-15,3.7519
2022-06-16,3.752
2022-06-17,3.7521
2022-06-20,3.7521
2022-06-21,3.7521
2022-06-22,3.7521
2022-06-23,3.7522
2022-06-24,3.7524
2022-06-27,3.7532
2022-06-28,3.753
2022-06-29,3.7519
2022-06-30,3.7519
2022-07-01,3.7524
2022-07-04,3.7527
2022-07-05,3.7539
2022-07-06,3.7539
2022-07-07,3.7539
2022-07-08,3.7539
2022-07-11,3.7539
2022-07-12,3.7532
2022-07-13,3.7531
2022-07-14,3.7538
2022-07-15,3.7547
2022-07-18,3.7541
2022-07-19,3.7545
2022-07-20,3.7575
2022-07-21,3.7575
2022-07-22,3.7562
2022-07-25,3.7574
2022-07-26,3.7572
2022-07-27,3.7558
2022-07-28,3.7558
2022-07-29,3.7558
2022-08-01,3.7556
2022-08-02,3.7568
2022-08-03,3.7598
2022-08-04,3.756
2022-08-05,3.757
2022-08-08,3.7583
2022-08-09,3.759
2022-08-10,3.759
2022-08-11,3.756
2022-08-12,3.754
2022-08-15,3.7548
2022-08-16,3.754
2022-08-17,3.7541
2022-08-18,3.7555
2022-08-19,3.7554
2022-08-22,3.7552
2022-08-23,3.7554
2022-08-24,3.7575
2022-08-25,3.756
2022-08-26,3.7565
2022-08-29,3.7555
2022-08-30,3.7555
2022-08-31,3.758
2022-09-01,3.7565
2022-09-02,3.7585
2022-09-05,3.7585
2022-09-06,3.7578
2022-09-07,3.7575
2022-09-08,3.7583
2022-09-09,3.757
2022-09-12,3.7573
2022-09-13,3.7575
2022-09-14,3.759
2022-09-15,3.7565
2022-09-16,3.756
2022-09-19,3.759
2022-09-20,3.761
2022-09-21,3.7615
2022-09-22,3.7615
2022-09-23,3.762
2022-09-26,3.76
2022-09-27,3.761
2022-09-28,3.765
2022-09-29,3.758
2022-09-30,3.756
2022-10-03,3.758
2022-10-04,3.758
2022-10-05,3.76
2022-10-06,3.758
2022-10-07,3.758
2022-10-10,3.758
2022-10-11,3.757
2022-10-12,3.757
2022-10-13,3.7565
2022-10-14,3.757
2022-10-17,3.759
2022-10-18,3.755
2022-10-19,3.7575
2022-10-20,3.759
2022-10-21,3.758
2022-10-24,3.7575
2022-10-25,3.758
2022-10-26,3.758
2022-10-27,3.7555
2022-10-28,3.758
2022-10-31,3.7568
2022-11-01,3.7575
2022-11-02,3.7575
2022-11-03,3.7585
2022-11-04,3.7575
2022-11-07,3.7575
2022-11-08,3.7592
2022-11-09,3.76
2022-11-10,3.759
2022-11-11,3.7587
2022-11-14,3.7582
2022-11-15,3.7575
2022-11-16,3.7582
2022-11-17,3.758
2022-11-18,3.758
2022-11-21,3.758
2022-11-22,3.758
2022-11-23,3.7582
2022-11-24,3.7573
2022-11-25,3.7575
2022-11-28,3.757
2022-11-29,3.758
2022-11-30,3.759
2022-12-01,3.759
2022-12-02,3.758
2022-12-05,3.7585
2022-12-06,3.759
2022-12-07,3.76
2022-12-08,3.7597
2022-12-09,3.76
2022-12-12,3.7605
2022-12-13,3.7592
2022-12-14,3.7595
2022-12-15,3.76
2022-12-16,3.7607
2022-12-19,3.76
2022-12-20,3.76
2022-12-21,3.7595
2022-12-22,3.7595
2022-12-23,3.7567
2022-12-26,3.7595
2022-12-27,3.7556
2022-12-28,3.7575
2022-12-29,3.7585
2022-12-30,3.754
2023-01-02,3.7565
2023-01-03,3.7587
2023-01-04,3.757
2023-01-05,3.756
2023-01-06,3.756
2023-01-09,3.7538
2023-01-10,3.7535
2023-01-11,3.755
2023-01-12,3.755
2023-01-13,3.7537
2023-01-16,3.7536
2023-01-17,3.7535
2023-01-18,3.7518
2023-01-19,3.754
2023-01-20,3.7528
2023-01-23,3.7548
2023-01-24,3.7522
2023-01-25,3.7521
2023-01-26,3.7517
2023-01-27,3.7536
2023-01-30,3.7518
2023-01-31,3.7528
2023-02-01,3.7522
2023-02-02,3.7503
2023-02-03,3.7504
2023-02-06,3.7516
2023-02-07,3.7497
2023-02-08,3.75
2023-02-09,3.7526
2023-02-10,3.7505
2023-02-13,3.7478
2023-02-14,3.7499
2023-02-15,3.7492
2023-02-16,3.7486
2023-02-17,3.75
2023-02-20,3.7485
2023-02-21,3.7486
2023-02-22,3.7492
2023-02-23,3.7499
2023-02-24,3.7457
2023-02-27,3.7523
2023-02-28,3.7505
2023-03-01,3.7524
2023-03-02,3.7511
2023-03-03,3.7509
2023-03-06,3.753
2023-03-07,3.7534
2023-03-08,3.752
2023-03-09,3.752
2023-03-10,3.752
2023-03-13,3.7521
2023-03-14,3.7527
2023-03-15,3.7535
2023-03-16,3.7539
2023-03-17,3.7539
2023-03-20,3.754
2023-03-21,3.7548
2023-03-22,3.754
2023-03-23,3.7543
2023-03-24,3.7543
2023-03-27,3.7555
2023-03-28,3.7552
2023-03-29,3.7528
2023-03-30,3.7516
2023-03-31,3.7525
2023-04-03,3.7481
2023-04-04,3.7485
2023-04-05,3.7493
2023-04-06,3.7493
2023-04-07,3.7491
2023-04-10,3.7494
2023-04-11,3.7511
2023-04-12,3.7488
2023-04-13,3.7505
2023-04-14,3.7489
2023-04-17,3.7462
2023-04-18,3.7469
2023-04-19,3.7482
2023-04-20,3.7483
2023-04-21,3.7485
2023-04-24,3.7485
2023-04-25,3.7486
2023-04-26,3.749
2023-04-27,3.7487
2023-04-28,3.7486
2023-05-01,3.7484
2023-05-02,3.748
2023-05-03,3.7456
2023-05-04,3.7483
2023-05-05,3.7479
2023-05-08,3.7481
2023-05-09,3.7481
2023-05-10,3.748
2023-05-11,3.7504
2023-05-12,3.7481
2023-05-15,3.748
2023-05-16,3.7479
2023-05-17,3.7454
2023-05-18,3.7479
2023-05-19,3.7478
2023-05-22,3.7479
2023-05-23,3.75
2023-05-24,3.7482
2023-05-25,3.7482
2023-05-26,3.7463
2023-05-29,3.7481
2023-05-30,3.748
2023-05-31,3.7487
2023-06-01,3.7501
2023-06-02,3.7485
2023-06-05,3.748
2023-06-06,3.75
2023-06-07,3.748
2023-06-08,3.7503
2023-06-09,3.7503
2023-06-12,3.7504
2023-06-13,3.748
2023-06-14,3.7466
2023-06-15,3.7484
2023-06-16,3.7505
2023-06-19,3.7488
2023-06-20,3.7487
2023-06-21,3.7514
2023-06-22,3.7489
2023-06-23,3.749
2023-06-26,3.7507
2023-06-27,3.7484
2023-06-28,3.7509
2023-06-29,3.7511
2023-06-30,3.7481
2023-07-03,3.7483
2023-07-04,3.7483
2023-07-05,3.7488
2023-07-06,3.7494
2023-07-07,3.7493
2023-07-10,3.751
2023-07-11,3.7509
2023-07-12,3.7514
2023-07-13,3.7497
2023-07-14,3.7493
2023-07-17,3.7465
2023-07-18,3.7517
2023-07-19,3.744
2023-07-20,3.7491
2023-07-21,3.7486
2023-07-24,3.7485
2023-07-25,3.7481
2023-07-26,3.749
2023-07-27,3.7491
2023-07-28,3.7485
2023-07-31,3.7495
2023-08-01,3.75
2023-08-02,3.7494
2023-08-03,3.7479
2023-08-04,3.7493
2023-08-07,3.7488
2023-08-08,3.7497
2023-08-09,3.7473
2023-08-10,3.749
2023-08-11,3.7498
2023-08-14,3.7514
2023-08-15,3.7487
2023-08-16,3.7483
2023-08-17,3.7482
2023-08-18,3.7472
2023-08-21,3.7486
2023-08-22,3.7488
2023-08-23,3.7488
2023-08-24,3.7494
2023-08-25,3.749
2023-08-28,3.7494
2023-08-29,3.7491
2023-08-30,3.7492
2023-08-31,3.7486
2023-09-01,3.7485
2023-09-04,3.749
2023-09-05,3.7489
2023-09-06,3.7506
2023-09-07,3.7487
2023-09-08,3.7488
2023-09-11,3.7482
2023-09-12,3.7462
2023-09-13,3.7485
2023-09-14,3.7485
2023-09-15,3.7485
2023-09-18,3.7509
2023-09-19,3.7508
2023-09-20,3.7511
2023-09-21,3.7489
2023-09-22,3.7488
2023-09-25,3.7489
2023-09-26,3.7492
2023-09-27,3.749
2023-09-28,3.7483
2023-09-29,3.7483
2023-10-02,3.7485
2023-10-03,3.7485
2023-10-04,3.7505
2023-10-05,3.7505
2023-10-06,3.7485
2023-10-09,3.7488
2023-10-10,3.7507
2023-10-11,3.7489
2023-10-12,3.7463
2023-10-13,3.7487
2023-10-16,3.7489
2023-10-17,3.7509
2023-10-18,3.7489
2023-10-19,3.7488
2023-10-20,3.7463
2023-10-23,3.7491
2023-10-24,3.7492
2023-10-25,3.7492
2023-10-26,3.7495
2023-10-27,3.7496
2023-10-30,3.7496
2023-10-31,3.7495
2023-11-01,3.7514
2023-11-02,3.7494
2023-11-03,3.7514
2023-11-06,3.7513
2023-11-07,3.7493
2023-11-08,3.7491
2023-11-09,3.7488
2023-11-10,3.7488
2023-11-13,3.7487
2023-11-14,3.7503
2023-11-15,3.7481
2023-11-16,3.7456
2023-11-17,3.7482
2023-11-20,3.7484
2023-11-21,3.7485
2023-11-22,3.7485
2023-11-23,3.7485
2023-11-24,3.7435
2023-11-27,3.7485
2023-11-28,3.7486
2023-11-29,3.7492
2023-11-30,3.7494
2023-12-01,3.7492
2023-12-04,3.7492
2023-12-05,3.7486
2023-12-06,3.7486
2023-12-07,3.7486
2023-12-08,3.7486
2023-12-11,3.7486
2023-12-12,3.7488
2023-12-13,3.7489
2023-12-14,3.7495
2023-12-15,3.7481
2023-12-18,3.7495
2023-12-19,3.7491
2023-12-20,3.7454
2023-12-21,3.7491
2023-12-22,3.7488
2023-12-25,3.7488
2023-12-26,3.7484
2023-12-27,3.748
2023-12-28,3.7478
2023-12-29,3.7478
2024-01-01,3.7478
2024-01-02,3.7481
2024-01-03,3.7482
2024-01-04,3.7502
2024-01-05,3.748
2024-01-08,3.7481
2024-01-09,3.748
2024-01-10,3.7482
2024-01-11,3.7481
2024-01-12,3.7482
2024-01-15,3.7482
2024-01-16,3.7484
2024-01-17,3.7504
2024-01-18,3.7485
2024-01-19,3.7485
2024-01-22,3.7485
2024-01-23,3.7483
2024-01-24,3.7481
2024-01-25,3.748
2024-01-26,3.748
2024-01-29,3.748
2024-01-30,3.748
2024-01-31,3.748
2024-02-01,3.748
2024-02-02,3.748
2024-02-05,3.7481
2024-02-06,3.748
2024-02-07,3.7476
2024-02-08,3.7481
2024-02-09,3.7481
2024-02-12,3.748
2024-02-13,3.7481
2024-02-14,3.7483
2024-02-15,3.7482
2024-02-16,3.7485
2024-02-19,3.7482
2024-02-20,3.7482
2024-02-21,3.7433
2024-02-22,3.7483
2024-02-23,3.7484
2024-02-26,3.7484
2024-02-27,3.7503
2024-02-28,3.7484
2024-02-29,3.7482
2024-03-01,3.7482
2024-03-04,3.7482
2024-03-05,3.7483
2024-03-06,3.7504
2024-03-07,3.7485
2024-03-08,3.7485
2024-03-11,3.7485
2024-03-12,3.7484
2024-03-13,3.7503
2024-03-14,3.7482
2024-03-15,3.7482
2024-03-18,3.7482
2024-03-19,3.7482
2024-03-20,3.7482
2024-03-21,3.7482
2024-03-22,3.7482
2024-03-25,3.7483
2024-03-26,3.7485
2024-03-27,3.7486
2024-03-28,3.7484
2024-03-29,3.7484
2024-04-01,3.7505
2024-04-02,3.7487
2024-04-03,3.7486
2024-04-04,3.7488
2024-04-05,3.7488
2024-04-08,3.7488
2024-04-09,3.7488
2024-04-10,3.7488
2024-04-11,3.7488
2024-04-12,3.751
2024-04-15,3.749
2024-04-16,3.749
2024-04-17,3.749
2024-04-18,3.7491
2024-04-19,3.7492
2024-04-22,3.7488
2024-04-23,3.7487
2024-04-24,3.7486
2024-04-25,3.7485
2024-04-26,3.7484
2024-04-29,3.7485
2024-04-30,3.7485
2024-05-01,3.7504
2024-05-02,3.7505
2024-05-03,3.7485
2024-05-06,3.7505
2024-05-07,3.7474
2024-05-08,3.7504
2024-05-09,3.7474
2024-05-10,3.7474
2024-05-13,3.7505
2024-05-14,3.7503
2024-05-15,3.7503
2024-05-16,3.7473
2024-05-17,3.7473
2024-05-20,3.7502
2024-05-21,3.7473
2024-05-22,3.7504
2024-05-23,3.7473
2024-05-24,3.7475
2024-05-27,3.7474
2024-05-28,3.7474
2024-05-29,3.7507
2024-05-30,3.7476
2024-05-31,3.7506
2024-06-03,3.7505
2024-06-04,3.7504
2024-06-05,3.7474
2024-06-06,3.7504
2024-06-07,3.7474
2024-06-10,3.75
2024-06-11,3.7503
2024-06-12,3.7507
2024-06-13,3.7517
2024-06-14,3.7518
2024-06-17,3.749
2024-06-18,3.7519
2024-06-19,3.7515
2024-06-20,3.7514
2024-06-21,3.751
2024-06-24,3.7484
2024-06-25,3.7518
2024-06-26,3.7485
2024-06-27,3.7485
2024-06-28,3.7485
2024-07-01,3.7486
2024-07-02,3.7485
2024-07-03,3.7513
2024-07-04,3.7482
2024-07-05,3.7511
2024-07-08,3.748
2024-07-09,3.7477
2024-07-10,3.7506
2024-07-11,3.7476
2024-07-12,3.7476
2024-07-15,3.7506
2024-07-16,3.7476
2024-07-17,3.7507
2024-07-18,3.7477
2024-07-19,3.7508
2024-07-22,3.7478
2024-07-23,3.7511
2024-07-24,3.7483
2024-07-25,3.7484
2024-07-26,3.7485
2024-07-29,3.7484
2024-07-30,3.7515
2024-07-31,3.7488
2024-08-01,3.7493
2024-08-02,3.7525
2024-08-05,3.7535
2024-08-06,3.7537
2024-08-07,3.7511
2024-08-08,3.7523
2024-08-09,3.7503
2024-08-12,3.7503
2024-08-13,3.751
2024-08-14,3.751
2024-08-15,3.75
2024-08-16,3.7496
2024-08-19,3.7492
2024-08-20,3.7491
2024-08-21,3.7519
2024-08-22,3.7489
2024-08-23,3.749
2024-08-26,3.7521
2024-08-27,3.7522
2024-08-28,3.7495
2024-08-29,3.7493
2024-08-30,3.7495
2024-09-02,3.7495
2024-09-03,3.7495
2024-09-04,3.7533
2024-09-05,3.7507
2024-09-06,3.7507
2024-09-09,3.7501
2024-09-10,3.7489
2024-09-11,3.7496
2024-09-12,3.7496
2024-09-13,3.7497
2024-09-16,3.753
2024-09-17,3.7504
2024-09-18,3.7499
2024-09-19,3.7523
2024-09-20,3.7492
2024-09-23,3.749
2024-09-24,3.7514
2024-09-25,3.7517
2024-09-26,3.7479
2024-09-27,3.7491
2024-09-30,3.7483
2024-10-01,3.7486
2024-10-02,3.7479
2024-10-03,3.754
2024-10-04,3.753
2024-10-07,3.753
2024-10-08,3.7513
2024-10-09,3.7516
2024-10-10,3.7515
2024-10-11,3.7535
2024-10-14,3.7517
2024-10-15,3.7517
2024-10-16,3.7525
2024-10-17,3.7554
2024-10-18,3.7555
2024-10-21,3.7525
2024-10-22,3.7503
2024-10-23,3.7522
2024-10-24,3.752
2024-10-25,3.7528
2024-10-28,3.752
2024-10-30,3.7526
2024-10-31,3.753
2024-11-01,3.7505
2024-11-04,3.7507
2024-11-05,3.7533
2024-11-06,3.7535
2024-11-07,3.7533
2024-11-08,3.7525
2024-11-11,3.753
2024-11-12,3.757
2024-11-13,3.7543
2024-11-14,3.752
2024-11-15,3.7502
2024-11-18,3.7489
2024-11-19,3.754
2024-11-20,3.7512
2024-11-21,3.7514
2024-11-22,3.7532
2024-11-25,3.752
2024-11-26,3.7538
2024-11-27,3.752
2024-11-28,3.7533
2024-11-29,3.7536
2024-12-03,3.7565
2024-12-04,3.7552
2024-12-05,3.753
2024-12-06,3.7542
2024-12-09,3.7538
2024-12-10,3.754
2024-12-11,3.7548
2024-12-12,3.754
2024-12-13,3.7542
2024-12-16,3.754
2024-12-17,3.7544
2024-12-18,3.754
2024-12-19,3.7535
2024-12-20,3.751
2024-12-23,3.7528
2024-12-24,3.751
2024-12-25,3.751
2024-12-26,3.751
2024-12-27,3.7515
2024-12-30,3.75
2024-12-31,3.754
2025-01-01,3.754
2025-01-02,3.753
2025-01-03,3.7518
2025-01-06,3.752
2025-01-07,3.7517
2025-01-08,3.7508
2025-01-09,3.7511
2025-01-10,3.7508
2025-01-13,3.7511
2025-01-14,3.7505
2025-01-15,3.7523
2025-01-16,3.7515
2025-01-17,3.7478
2025-01-20,3.749
2025-01-21,3.749
2025-01-22,3.7479
2025-01-23,3.7503
2025-01-24,3.7469
2025-01-27,3.751
2025-01-28,3.7477
2025-01-29,3.7476
2025-01-30,3.748
2025-01-31,3.7465
2025-02-03,3.7476
2025-02-04,3.7475
2025-02-05,3.7476
2025-02-06,3.7465
2025-02-07,3.7475
2025-02-10,3.747
2025-02-11,3.747
2025-02-12,3.7501
2025-02-13,3.7505
2025-02-14,3.7465
2025-02-17,3.7474
2025-02-18,3.7473
2025-02-19,3.7473
2025-02-20,3.747
2025-02-21,3.746
2025-02-24,3.7468
2025-02-25,3.7458
2025-02-26,3.7472
2025-02-27,3.7473
2025-02-28,3.7503
2025-03-03,3.7473
2025-03-04,3.7473
2025-03-05,3.7476
2025-03-06,3.7469
2025-03-07,3.7505
2025-03-10,3.7483
2025-03-11,3.7472
2025-03-12,3.7465
2025-03-13,3.7465
2025-03-14,3.7464
2025-03-17,3.7474
2025-03-18,3.7475
2025-03-19,3.7477
2025-03-20,3.7507
2025-03-21,3.751
2025-03-24,3.7511
2025-03-25,3.7485
2025-03-26,3.7481
2025-03-27,3.7477
2025-03-28,3.7479
2025-03-31,3.751
2025-04-01,3.748
2025-04-02,3.7474
2025-04-03,3.7514
2025-04-04,3.7494
2025-04-07,3.7514
2025-04-08,3.7508
2025-04-09,3.751
2025-04-10,3.7506
2025-04-11,3.7508
2025-04-14,3.7526
2025-04-15,3.7493
2025-04-16,3.7493
2025-04-17,3.749
2025-04-18,3.7489
2025-04-21,3.7487
2025-04-22,3.7509
2025-04-23,3.7479
2025-04-24,3.748
2025-04-25,3.7512
2025-04-28,3.7482
2025-04-29,3.7508
2025-04-30,3.7505
2025-05-01,3.7503
2025-05-02,3.7496
2025-05-05,3.7504
2025-05-06,3.7498
